PaymentDate,OrderNumber,CustomerName,BranchSubCounty,BranchCounty,ProductName,CategoryName,QuantityOrdered,CostOfProductionPerUnit,SellingPricePerUnit,ProfitPerUnit,PercentageProfitPerUnit
2021-08-07,4354,Jean Abdi,Kasarani,Nairobi,Wali wa Nazi na Maharagwe,Rice Dishes,3,30.00,70.00,40.00,133.33
2021-08-10,750,Pierrette Munyuli,Langata,Nairobi,Nyama na Chapati,Meat-Based Dishes,8,100.00,200.00,100.00,100.00
2021-08-10,750,Pierrette Munyuli,Langata,Nairobi,Atayef,Sweet Snacks/Desserts,4,10.00,30.00,20.00,200.00
2021-08-10,750,Pierrette Munyuli,Langata,Nairobi,Omena,Fish Dishes,6,30.00,70.00,40.00,133.33
2021-08-12,406,Alain Munyao,Starehe,Nairobi,Bhajia,Fried Dishes,7,20.00,50.00,30.00,150.00
2021-08-12,406,Alain Munyao,Starehe,Nairobi,Nyama na Chapati,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2021-08-12,3325,Wambui Munzala,Kesses,Uasin Gishu,Jollof Rice,Combination Plates,1,30.00,70.00,40.00,133.33
2021-08-12,3325,Wambui Munzala,Kesses,Uasin Gishu,Nyama na Matoke,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2021-08-13,1672,Patricia Mandela,Dagoretti,Nairobi,Maharagwe na Wali,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2021-08-13,1672,Patricia Mandela,Dagoretti,Nairobi,Wali wa Nazi na Samaki,Rice Dishes,1,30.00,70.00,40.00,133.33
2021-08-13,3475,[Business] Swahili Resort,Roy Sambu,Nairobi,Maharagwe,Legume-Based Dishes,3,30.00,60.00,30.00,100.00
2021-08-13,4176,[Business] Fairmont Haven,Githurai,Nairobi,Wali wa Kukaanga,Rice Dishes,1,30.00,70.00,40.00,133.33
2021-08-14,2399,Paul Munzala,Nakuru Town East,Nakuru,Nyama na Ugali,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2021-08-14,2399,Paul Munzala,Nakuru Town East,Nakuru,Ndengu,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2021-08-14,5291,[Business] Serena Palace,Kisumu Central,Kisumu,Suya,Combination Plates,1,50.00,100.00,50.00,100.00
2021-08-16,2097,Alain Mbeki,Kisumu Central,Kisumu,Firfir,African Cultural Specials,1,30.00,70.00,40.00,133.33
2021-08-16,2097,Alain Mbeki,Kisumu Central,Kisumu,Banga Soup,Combination Plates,4,50.00,100.00,50.00,100.00
2021-08-16,2169,Wanjiku Kabongo,Ruaraka,Nairobi,Fish Curry,Fish Dishes,6,150.00,300.00,150.00,100.00
2021-08-16,4881,[Business] InterContinental Residences,Westlands,Nairobi,Samosa,Fried Dishes,7,20.00,50.00,30.00,150.00
2021-08-16,4881,[Business] InterContinental Residences,Westlands,Nairobi,Mukimo,Legume-Based Dishes,5,40.00,80.00,40.00,100.00
2021-08-18,1475,Wambui Kariuki,Dagoretti,Nairobi,Supu ya Samaki,Fish Dishes,2,70.00,150.00,80.00,114.29
2021-08-18,3508,Michel Wanyama,Kibra,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2021-08-18,3508,Michel Wanyama,Kibra,Nairobi,Viazi Karai,Fried Dishes,2,10.00,30.00,20.00,200.00
2021-08-18,4207,Michelle Mbeki,Nyali,Mombasa,Banga Soup,Combination Plates,1,50.00,100.00,50.00,100.00
2021-08-19,2177,Wambui Mugabe,Kamukunji,Nairobi,Matoke na Nyama,Soup/Stew Dishes,1,30.00,70.00,40.00,133.33
2021-08-19,2914,Jacqueline Ahmed,Roy Sambu,Nairobi,Atayef,Sweet Snacks/Desserts,6,10.00,30.00,20.00,200.00
2021-08-19,2914,Jacqueline Ahmed,Roy Sambu,Nairobi,Wali wa Kukaanga,Rice Dishes,2,30.00,70.00,40.00,133.33
2021-08-21,2649,[Business] Sarova Lodge,Mathare,Nairobi,Wali wa Pilau,Rice Dishes,2,30.00,70.00,40.00,133.33
2021-08-22,3583,Paul Munee,Kangemi,Nairobi,Doro Wat,African Cultural Specials,7,150.00,300.00,150.00,100.00
2021-08-22,3583,Paul Munee,Kangemi,Nairobi,Mutura,Meat-Based Dishes,6,70.00,150.00,80.00,114.29
2021-08-22,3583,Paul Munee,Kangemi,Nairobi,Kuku na Sukuma,Meat-Based Dishes,8,100.00,200.00,100.00,100.00
2021-08-24,2411,[Business] Hemingways Manor,Mathare,Nairobi,Mbaazi,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2021-08-26,2024,[Business] Tamarind Inn,Roy Sambu,Nairobi,Wali wa Pilau,Rice Dishes,3,30.00,70.00,40.00,133.33
2021-08-26,2080,[Business] Voyager Inn,Kasarani,Nairobi,Kuku na Matoke,Meat-Based Dishes,4,100.00,200.00,100.00,100.00
2021-08-27,1017,Joseph Munyuli,Kisumu Central,Kisumu,Maharagwe na Wali,Legume-Based Dishes,8,30.00,60.00,30.00,100.00
2021-08-29,1599,[Business] Serena Palace,Nyeri Central,Nyeri,Kuku Choma,Meat-Based Dishes,3,150.00,300.00,150.00,100.00
2021-08-29,1599,[Business] Serena Palace,Nyeri Central,Nyeri,Jollof Rice,Combination Plates,2,30.00,70.00,40.00,133.33
2021-08-30,3010,[Business] InterContinental Lodge,Mathare,Nairobi,Kuku na Ugali,Meat-Based Dishes,8,100.00,200.00,100.00,100.00
2021-08-30,3010,[Business] InterContinental Lodge,Mathare,Nairobi,Kuku na Ugali,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2021-08-30,3010,[Business] InterContinental Lodge,Mathare,Nairobi,Nyama na Maharagwe,Meat-Based Dishes,3,100.00,200.00,100.00,100.00
2021-08-31,696,[Business] InterContinental Inn,Nyeri Central,Nyeri,Maharagwe na Wali,Legume-Based Dishes,1,30.00,60.00,30.00,100.00
2021-08-31,696,[Business] InterContinental Inn,Nyeri Central,Nyeri,Supu ya Kuku,Soup/Stew Dishes,7,70.00,150.00,80.00,114.29
2021-09-01,2307,Amina Ndayishimiye,Mathare,Nairobi,Nyama na Sukuma,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2021-09-01,4697,[Business] Fairmont Resort,Nyeri Central,Nyeri,Supu ya Samaki,Fish Dishes,4,70.00,150.00,80.00,114.29
2021-09-04,3378,[Business] Severin Haven,Makadara,Nairobi,Matoke,Soup/Stew Dishes,6,30.00,60.00,30.00,100.00
2021-09-04,3378,[Business] Severin Haven,Makadara,Nairobi,Matumbo,Meat-Based Dishes,8,70.00,150.00,80.00,114.29
2021-09-07,2383,Alain Adan,Starehe,Nairobi,Maharagwe ya Nazi,Legume-Based Dishes,1,30.00,60.00,30.00,100.00
2021-09-07,2383,Alain Adan,Starehe,Nairobi,Supu ya Nyama na Wali,Soup/Stew Dishes,2,70.00,150.00,80.00,114.29
2021-09-07,4484,Claudine Hassan,Kesses,Uasin Gishu,Fish Curry,Fish Dishes,5,150.00,300.00,150.00,100.00
2021-09-07,4484,Claudine Hassan,Kesses,Uasin Gishu,Bobotie,Combination Plates,1,50.00,100.00,50.00,100.00
2021-09-07,4484,Claudine Hassan,Kesses,Uasin Gishu,Matoke na Nyama,Soup/Stew Dishes,7,30.00,70.00,40.00,133.33
2021-09-08,1067,[Business] Serena Manor,Embakasi,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,2,30.00,70.00,40.00,133.33
2021-09-08,1067,[Business] Serena Manor,Embakasi,Nairobi,Maharagwe na Matoke,Legume-Based Dishes,1,30.00,60.00,30.00,100.00
2021-09-08,1067,[Business] Serena Manor,Embakasi,Nairobi,Bunny Chow,Combination Plates,3,40.00,80.00,40.00,100.00
2021-09-13,5494,[Business] Diani Palace,Langata,Nairobi,Kuku na Chapati,Meat-Based Dishes,2,100.00,200.00,100.00,100.00
2021-09-13,5494,[Business] Diani Palace,Langata,Nairobi,Gomen,African Cultural Specials,2,20.00,50.00,30.00,150.00
2021-09-13,5494,[Business] Diani Palace,Langata,Nairobi,Samosa,Fried Dishes,3,20.00,50.00,30.00,150.00
2021-09-14,1255,Kamau Munyui,Githurai,Nairobi,Maharagwe na Matoke,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2021-09-14,1255,Kamau Munyui,Githurai,Nairobi,Ugali na Sukuma,Staple Foods,5,20.00,50.00,30.00,150.00
2021-09-14,1501,[Business] Swahili Palace,Langata,Nairobi,Moi Moi,Combination Plates,7,20.00,50.00,30.00,150.00
2021-09-15,2435,Emmanuel Abdullahi,Kesses,Uasin Gishu,Biltong,Combination Plates,1,100.00,200.00,100.00,100.00
2021-09-15,2435,Emmanuel Abdullahi,Kesses,Uasin Gishu,Ndengu,Legume-Based Dishes,1,30.00,60.00,30.00,100.00
2021-09-15,2435,Emmanuel Abdullahi,Kesses,Uasin Gishu,Maharagwe na Sukuma,Legume-Based Dishes,5,30.00,60.00,30.00,100.00
2021-09-15,2709,[Business] Boma Inn,Ruaraka,Nairobi,Mahamri,Sweet Snacks/Desserts,2,5.00,20.00,15.00,300.00
2021-09-15,2709,[Business] Boma Inn,Ruaraka,Nairobi,Maharagwe ya Nazi,Legume-Based Dishes,2,30.00,60.00,30.00,100.00
2021-09-15,2709,[Business] Boma Inn,Ruaraka,Nairobi,Matoke na Sukuma,Soup/Stew Dishes,6,30.00,70.00,40.00,133.33
2021-09-17,1018,Mutiso Adan,Nyeri Central,Nyeri,Maharagwe na Sukuma,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2021-09-17,1018,Mutiso Adan,Nyeri Central,Nyeri,Supu ya Nyama na Wali,Soup/Stew Dishes,2,70.00,150.00,80.00,114.29
2021-09-17,2356,[Business] InterContinental Palace,Starehe,Nairobi,Matoke na Nyama,Soup/Stew Dishes,7,30.00,70.00,40.00,133.33
2021-09-17,2356,[Business] InterContinental Palace,Starehe,Nairobi,Banga Soup,Combination Plates,6,50.00,100.00,50.00,100.00
2021-09-18,3179,Mutiso Yusuf,Embakasi,Nairobi,Wali wa Nazi na Maharagwe,Rice Dishes,2,30.00,70.00,40.00,133.33
2021-09-18,3179,Mutiso Yusuf,Embakasi,Nairobi,Uji,Staple Foods,2,10.00,30.00,20.00,200.00
2021-09-20,2496,[Business] PrideInn Residences,Kibra,Nairobi,Nyama na Maharagwe,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2021-09-20,2496,[Business] PrideInn Residences,Kibra,Nairobi,Githeri,Legume-Based Dishes,1,30.00,70.00,40.00,133.33
2021-09-20,2496,[Business] PrideInn Residences,Kibra,Nairobi,Supu ya Kuku,Soup/Stew Dishes,4,70.00,150.00,80.00,114.29
2021-09-20,5235,Pierrette Kabongo,Kangemi,Nairobi,Bunny Chow,Combination Plates,6,40.00,80.00,40.00,100.00
2021-09-20,5235,Pierrette Kabongo,Kangemi,Nairobi,Githeri,Legume-Based Dishes,6,30.00,70.00,40.00,133.33
2021-09-20,5235,Pierrette Kabongo,Kangemi,Nairobi,Maharagwe na Matoke,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2021-09-22,522,[Business] Severin Resort,Githurai,Nairobi,Supa ya Ndizi,Soup/Stew Dishes,7,30.00,70.00,40.00,133.33
2021-09-22,2780,[Business] Severin Inn,Nyeri Central,Nyeri,Atayef,Sweet Snacks/Desserts,4,10.00,30.00,20.00,200.00
2021-09-22,4209,Pierre Munywe,Githurai,Nairobi,Kuku Stew,Meat-Based Dishes,7,100.00,200.00,100.00,100.00
2021-09-22,4209,Pierre Munywe,Githurai,Nairobi,Matoke na Nyama,Soup/Stew Dishes,1,30.00,70.00,40.00,133.33
2021-09-22,4209,Pierre Munywe,Githurai,Nairobi,Doro Wat,African Cultural Specials,3,150.00,300.00,150.00,100.00
2021-09-22,5198,[Business] Tamarind Haven,Nyali,Mombasa,Potjiekos,Combination Plates,4,50.00,100.00,50.00,100.00
2021-09-23,2372,[Business] Fairmont Suites,Kamukunji,Nairobi,Matumbo,Meat-Based Dishes,3,70.00,150.00,80.00,114.29
2021-09-23,2372,[Business] Fairmont Suites,Kamukunji,Nairobi,Chechebsa,African Cultural Specials,8,20.00,50.00,30.00,150.00
2021-09-23,2372,[Business] Fairmont Suites,Kamukunji,Nairobi,Chakalaka,Combination Plates,1,20.00,50.00,30.00,150.00
2021-09-23,5350,Njeri Munee,Ruaraka,Nairobi,Mukimo,Legume-Based Dishes,3,40.00,80.00,40.00,100.00
2021-09-24,4958,[Business] Ole Sereni Palace,Nyeri Central,Nyeri,Misir Wat,African Cultural Specials,7,30.00,60.00,30.00,100.00
2021-09-25,4115,Claudine Hassan,Mathare,Nairobi,Ndengu,Legume-Based Dishes,8,30.00,60.00,30.00,100.00
2021-09-25,4115,Claudine Hassan,Mathare,Nairobi,Maharagwe na Matoke,Legume-Based Dishes,4,30.00,60.00,30.00,100.00
2021-09-26,3499,Felicite Wanyama,Roy Sambu,Nairobi,Bobotie,Combination Plates,8,50.00,100.00,50.00,100.00
2021-09-26,3499,Felicite Wanyama,Roy Sambu,Nairobi,Nyama na Maharagwe,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2021-09-26,3572,[Business] Tamarind Inn,Ruaraka,Nairobi,Bhajia,Fried Dishes,8,20.00,50.00,30.00,150.00
2021-09-26,4464,Jacqueline Mbeki,Dagoretti,Nairobi,Maharagwe na Wali,Legume-Based Dishes,5,30.00,60.00,30.00,100.00
2021-09-28,2154,Mutiso Adan,Ruaraka,Nairobi,Ndizi na Nyama,Soup/Stew Dishes,5,30.00,70.00,40.00,133.33
2021-09-28,2548,[Business] Serena Haven,Githurai,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,3,10.00,20.00,10.00,100.00
2021-09-29,1963,[Business] Diani Suites,Nakuru Town East,Nakuru,Atayef,Sweet Snacks/Desserts,4,10.00,30.00,20.00,200.00
2021-09-29,2871,[Business] Hilton Hotel,Ruaraka,Nairobi,Malva Pudding,Sweet Snacks/Desserts,8,30.00,70.00,40.00,133.33
2021-09-29,2871,[Business] Hilton Hotel,Ruaraka,Nairobi,Kuku na Sukuma,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2021-09-29,2886,Michel Mandela,Roy Sambu,Nairobi,Tilapia Fry,Fish Dishes,7,200.00,350.00,150.00,75.00
2021-09-29,3103,[Business] Baobab Resort,Kamukunji,Nairobi,Malva Pudding,Sweet Snacks/Desserts,2,30.00,70.00,40.00,133.33
2021-09-29,3103,[Business] Baobab Resort,Kamukunji,Nairobi,Mahamri,Sweet Snacks/Desserts,2,5.00,20.00,15.00,300.00
2021-09-29,3103,[Business] Baobab Resort,Kamukunji,Nairobi,Ugali na Sukuma,Staple Foods,1,20.00,50.00,30.00,150.00
2021-10-01,1512,[Business] Hilton Hotel,Roy Sambu,Nairobi,Pilau,Rice Dishes,6,100.00,200.00,100.00,100.00
2021-10-02,1017,Joseph Munyuli,Kisumu Central,Kisumu,Maharagwe na Wali,Legume-Based Dishes,8,30.00,60.00,30.00,100.00
2021-10-02,1983,[Business] Sarova Hotel,Roy Sambu,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,2,30.00,60.00,30.00,100.00
2021-10-02,3151,[Business] Swahili Palace,Nakuru Town East,Nakuru,Potjiekos,Combination Plates,5,50.00,100.00,50.00,100.00
2021-10-02,3151,[Business] Swahili Palace,Nakuru Town East,Nakuru,Uji,Staple Foods,1,10.00,30.00,20.00,200.00
2021-10-02,3151,[Business] Swahili Palace,Nakuru Town East,Nakuru,Nyama na Maharagwe,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2021-10-03,5190,[Business] Hemingways Resort,Nakuru Town East,Nakuru,Mandazi,Sweet Snacks/Desserts,5,5.00,20.00,15.00,300.00
2021-10-03,5190,[Business] Hemingways Resort,Nakuru Town East,Nakuru,Uji,Staple Foods,2,10.00,30.00,20.00,200.00
2021-10-04,256,[Business] Voyager Manor,Kilimani,Nairobi,Wali wa Nazi na Kuku,Rice Dishes,4,30.00,70.00,40.00,133.33
2021-10-04,4937,[Business] Boma Inn,Embakasi,Nairobi,Matoke,Soup/Stew Dishes,3,30.00,60.00,30.00,100.00
2021-10-04,4937,[Business] Boma Inn,Embakasi,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,2,100.00,200.00,100.00,100.00
2021-10-04,4937,[Business] Boma Inn,Embakasi,Nairobi,Maharagwe na Wali,Legume-Based Dishes,4,30.00,60.00,30.00,100.00
2021-10-05,3562,Michel Mbeki,Kangemi,Nairobi,Maharagwe na Matoke,Legume-Based Dishes,7,30.00,60.00,30.00,100.00
2021-10-05,4488,[Business] Ole Sereni Palace,Makadara,Nairobi,Matoke na Nyama,Soup/Stew Dishes,6,30.00,70.00,40.00,133.33
2021-10-06,1367,Felicite Kiplagat,Nyeri Central,Nyeri,Kuku Fry,Meat-Based Dishes,7,150.00,300.00,150.00,100.00
2021-10-06,1367,Felicite Kiplagat,Nyeri Central,Nyeri,Suya,Combination Plates,5,50.00,100.00,50.00,100.00
2021-10-09,1779,Michelle Munyuli,Nakuru Town East,Nakuru,Matoke na Maharagwe,Soup/Stew Dishes,4,30.00,70.00,40.00,133.33
2021-10-09,1779,Michelle Munyuli,Nakuru Town East,Nakuru,Wali wa Nazi na Maharagwe,Rice Dishes,7,30.00,70.00,40.00,133.33
2021-10-09,1779,Michelle Munyuli,Nakuru Town East,Nakuru,Wali wa Nazi na Nyama,Rice Dishes,6,30.00,70.00,40.00,133.33
2021-10-10,1939,Wambui Mugisha,Kilimani,Nairobi,Wali wa Nazi na Kuku,Rice Dishes,2,30.00,70.00,40.00,133.33
2021-10-10,1939,Wambui Mugisha,Kilimani,Nairobi,Maharagwe na Wali,Legume-Based Dishes,7,30.00,60.00,30.00,100.00
2021-10-10,1939,Wambui Mugisha,Kilimani,Nairobi,Wali wa Nazi,Rice Dishes,5,30.00,70.00,40.00,133.33
2021-10-10,2660,[Business] Serena Haven,Githurai,Nairobi,Atayef,Sweet Snacks/Desserts,3,10.00,30.00,20.00,200.00
2021-10-10,2660,[Business] Serena Haven,Githurai,Nairobi,Pilau,Rice Dishes,5,100.00,200.00,100.00,100.00
2021-10-11,1901,Wanjiku Nkurunziza,Nakuru Town East,Nakuru,Nyama na Matoke,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2021-10-11,2810,[Business] Boma Haven,Mathare,Nairobi,Fufu,Combination Plates,7,20.00,50.00,30.00,150.00
2021-10-11,2817,Felicite Mugisha,Starehe,Nairobi,Supu ya Nyama,Soup/Stew Dishes,7,70.00,150.00,80.00,114.29
2021-10-12,1765,[Business] Sarova Residences,Kamukunji,Nairobi,Wali wa Kukaanga,Rice Dishes,6,30.00,70.00,40.00,133.33
2021-10-12,2238,[Business] Swahili Hotel,Kamukunji,Nairobi,Maharagwe na Wali,Legume-Based Dishes,1,30.00,60.00,30.00,100.00
2021-10-12,2238,[Business] Swahili Hotel,Kamukunji,Nairobi,Shiro,African Cultural Specials,6,30.00,70.00,40.00,133.33
2021-10-13,1460,Jeanne Ibrahim,Kangemi,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,4,10.00,20.00,10.00,100.00
2021-10-15,1340,Felicite Mukasa,Makadara,Nairobi,Vetkoek,Sweet Snacks/Desserts,1,20.00,50.00,30.00,150.00
2021-10-15,1920,Claudine Mwangi,Githurai,Nairobi,Kachumbari,Vegetable-Based Dishes,7,10.00,30.00,20.00,200.00
2021-10-15,1920,Claudine Mwangi,Githurai,Nairobi,Kaimati,Sweet Snacks/Desserts,5,5.00,20.00,15.00,300.00
2021-10-15,5268,Paul Munee,Nyali,Mombasa,Moi Moi,Combination Plates,1,20.00,50.00,30.00,150.00
2021-10-16,1161,Felicite Kabongo,Kesses,Uasin Gishu,Banku,Combination Plates,3,30.00,70.00,40.00,133.33
2021-10-18,4921,Paul Munee,Kamukunji,Nairobi,Misir Wat,African Cultural Specials,7,30.00,60.00,30.00,100.00
2021-10-18,4921,Paul Munee,Kamukunji,Nairobi,Moi Moi,Combination Plates,7,20.00,50.00,30.00,150.00
2021-10-19,4025,Michelle Mbeki,Kangemi,Nairobi,Uji,Staple Foods,4,10.00,30.00,20.00,200.00
2021-10-19,4025,Michelle Mbeki,Kangemi,Nairobi,Supu ya Nyama na Wali,Soup/Stew Dishes,6,70.00,150.00,80.00,114.29
2021-10-19,4025,Michelle Mbeki,Kangemi,Nairobi,Matoke na Sukuma,Soup/Stew Dishes,7,30.00,70.00,40.00,133.33
2021-10-21,3528,Wanjiku Odhiambo,Kesses,Uasin Gishu,Nyama Choma,Meat-Based Dishes,8,150.00,300.00,150.00,100.00
2021-10-21,3528,Wanjiku Odhiambo,Kesses,Uasin Gishu,Malva Pudding,Sweet Snacks/Desserts,2,30.00,70.00,40.00,133.33
2021-10-21,4185,Alaine Ochieng,Nyeri Central,Nyeri,Mishkaki,Meat-Based Dishes,8,100.00,200.00,100.00,100.00
2021-10-21,4185,Alaine Ochieng,Nyeri Central,Nyeri,Sukuma na Ugali,Vegetable-Based Dishes,2,20.00,50.00,30.00,150.00
2021-10-21,4185,Alaine Ochieng,Nyeri Central,Nyeri,Nyama na Sukuma,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2021-10-21,5258,Jean Mugabe,Starehe,Nairobi,Suya,Combination Plates,8,50.00,100.00,50.00,100.00
2021-10-21,5258,Jean Mugabe,Starehe,Nairobi,Ndizi na Nyama,Soup/Stew Dishes,2,30.00,70.00,40.00,133.33
2021-10-21,5258,Jean Mugabe,Starehe,Nairobi,Bobotie,Combination Plates,3,50.00,100.00,50.00,100.00
2021-10-22,1917,Mutiso Zuma,Nyeri Central,Nyeri,Sukuma Wiki,Vegetable-Based Dishes,7,10.00,20.00,10.00,100.00
2021-10-22,1917,Mutiso Zuma,Nyeri Central,Nyeri,Shiro,African Cultural Specials,4,30.00,70.00,40.00,133.33
2021-10-22,1917,Mutiso Zuma,Nyeri Central,Nyeri,Matoke na Maharagwe,Soup/Stew Dishes,3,30.00,70.00,40.00,133.33
2021-10-22,5118,Marie Wanyama,Makadara,Nairobi,Wali wa Kukaanga,Rice Dishes,8,30.00,70.00,40.00,133.33
2021-10-23,3888,Alaine Lumumba,Makadara,Nairobi,Jollof Rice,Combination Plates,1,30.00,70.00,40.00,133.33
2021-10-23,3888,Alaine Lumumba,Makadara,Nairobi,Tibs,African Cultural Specials,3,100.00,200.00,100.00,100.00
2021-10-24,333,Achieng Munyao,Dagoretti,Nairobi,Nyama na Ugali,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2021-10-24,333,Achieng Munyao,Dagoretti,Nairobi,Gomen,African Cultural Specials,7,20.00,50.00,30.00,150.00
2021-10-24,333,Achieng Munyao,Dagoretti,Nairobi,Kaimati,Sweet Snacks/Desserts,7,5.00,20.00,15.00,300.00
2021-10-28,152,Emmanuel Mugabe,Kibra,Nairobi,Suya,Combination Plates,1,50.00,100.00,50.00,100.00
2021-10-28,152,Emmanuel Mugabe,Kibra,Nairobi,Supu ya Nyama na Wali,Soup/Stew Dishes,6,70.00,150.00,80.00,114.29
2021-10-28,2131,[Business] Sarova Lodge,Roy Sambu,Nairobi,Kachumbari,Vegetable-Based Dishes,3,10.00,30.00,20.00,200.00
2021-10-28,3380,Marie Mandela,Kibra,Nairobi,Maharagwe na Wali,Legume-Based Dishes,7,30.00,60.00,30.00,100.00
2021-10-28,3380,Marie Mandela,Kibra,Nairobi,Wali wa Nazi na Samaki,Rice Dishes,7,30.00,70.00,40.00,133.33
2021-10-28,3380,Marie Mandela,Kibra,Nairobi,Wali wa Nazi na Maharagwe,Rice Dishes,6,30.00,70.00,40.00,133.33
2021-10-28,5493,Emmanuelle Omondi,Langata,Nairobi,Mahamri,Sweet Snacks/Desserts,5,5.00,20.00,15.00,300.00
2021-10-29,4487,Pauline Yusuf,Langata,Nairobi,Kuku na Matoke,Meat-Based Dishes,4,100.00,200.00,100.00,100.00
2021-10-29,4487,Pauline Yusuf,Langata,Nairobi,Chakalaka,Combination Plates,2,20.00,50.00,30.00,150.00
2021-10-29,4487,Pauline Yusuf,Langata,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,6,30.00,70.00,40.00,133.33
2021-10-30,4624,[Business] Diani Hotel,Roy Sambu,Nairobi,Kuku na Chapati,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2021-10-30,4624,[Business] Diani Hotel,Roy Sambu,Nairobi,Chakalaka,Combination Plates,1,20.00,50.00,30.00,150.00
2021-10-31,25,[Business] Leopard Beach Retreat,Langata,Nairobi,Kuku Fry,Meat-Based Dishes,7,150.00,300.00,150.00,100.00
2021-11-01,2035,[Business] Diani Suites,Nakuru Town East,Nakuru,Tilapia Fry,Fish Dishes,5,200.00,350.00,150.00,75.00
2021-11-01,2035,[Business] Diani Suites,Nakuru Town East,Nakuru,Banku,Combination Plates,1,30.00,70.00,40.00,133.33
2021-11-02,3627,[Business] Villa Rosa Residences,Dagoretti,Nairobi,Kitfo,African Cultural Specials,2,200.00,400.00,200.00,100.00
2021-11-02,3627,[Business] Villa Rosa Residences,Dagoretti,Nairobi,Moi Moi,Combination Plates,5,20.00,50.00,30.00,150.00
2021-11-02,3627,[Business] Villa Rosa Residences,Dagoretti,Nairobi,Kuku na Ugali,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2021-11-02,3711,[Business] Fairmont Haven,Mathare,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,5,30.00,70.00,40.00,133.33
2021-11-02,3711,[Business] Fairmont Haven,Mathare,Nairobi,Fish Curry,Fish Dishes,7,150.00,300.00,150.00,100.00
2021-11-02,4209,Pierre Munywe,Githurai,Nairobi,Kuku Stew,Meat-Based Dishes,7,100.00,200.00,100.00,100.00
2021-11-02,4209,Pierre Munywe,Githurai,Nairobi,Doro Wat,African Cultural Specials,3,150.00,300.00,150.00,100.00
2021-11-02,4209,Pierre Munywe,Githurai,Nairobi,Matoke na Nyama,Soup/Stew Dishes,1,30.00,70.00,40.00,133.33
2021-11-03,4410,[Business] Ole Sereni Hotel,Mathare,Nairobi,Pap,Combination Plates,8,10.00,30.00,20.00,200.00
2021-11-03,4410,[Business] Ole Sereni Hotel,Mathare,Nairobi,Supu ya Samaki,Fish Dishes,6,70.00,150.00,80.00,114.29
2021-11-03,4410,[Business] Ole Sereni Hotel,Mathare,Nairobi,Sosaties,Combination Plates,6,50.00,100.00,50.00,100.00
2021-11-05,2912,[Business] Baobab Palace,Kamukunji,Nairobi,Mishkaki,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2021-11-05,2912,[Business] Baobab Palace,Kamukunji,Nairobi,Fish Curry,Fish Dishes,7,150.00,300.00,150.00,100.00
2021-11-05,3291,[Business] Hilton Palace,Githurai,Nairobi,Pap,Combination Plates,5,10.00,30.00,20.00,200.00
2021-11-05,3291,[Business] Hilton Palace,Githurai,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,4,30.00,60.00,30.00,100.00
2021-11-05,3291,[Business] Hilton Palace,Githurai,Nairobi,Nyama na Matoke,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2021-11-07,1429,[Business] InterContinental Retreat,Embakasi,Nairobi,Pap,Combination Plates,8,10.00,30.00,20.00,200.00
2021-11-07,1429,[Business] InterContinental Retreat,Embakasi,Nairobi,Atayef,Sweet Snacks/Desserts,7,10.00,30.00,20.00,200.00
2021-11-07,1429,[Business] InterContinental Retreat,Embakasi,Nairobi,Injera,African Cultural Specials,5,10.00,20.00,10.00,100.00
2021-11-07,2241,Patrick Munee,Nyali,Mombasa,Firfir,African Cultural Specials,4,30.00,70.00,40.00,133.33
2021-11-08,636,Wambui Mugabe,Kamukunji,Nairobi,Chapati,Staple Foods,4,5.00,20.00,15.00,300.00
