PaymentDate,OrderNumber,CustomerType,CustomerName,BranchSubCounty,BranchCounty,ProductName,ProductCategoryName,QuantityOrdered,CostOfProductionPerUnit,SellingPricePerUnit,ProfitPerUnit,PercentageProfitPerUnit
19-07-25,4186,Business,[Business] Tamarind Inn,Nakuru Town East,Nakuru,Sukuma na Ugali,Vegetable-Based Dishes,2,20,50,30,150
19-07-25,4186,Business,[Business] Tamarind Inn,Nakuru Town East,Nakuru,Maharagwe na Chapati,Legume-Based Dishes,4,30,60,30,100
19-07-25,4759,Business,[Business] PrideInn Lodge,Makadara,Nairobi,Kuku Fry,Meat-Based Dishes,7,150,300,150,100
19-07-25,4759,Business,[Business] PrideInn Lodge,Makadara,Nairobi,Wali wa Nazi na Kuku,Rice Dishes,3,30,70,40,133.33
19-07-25,4759,Business,[Business] PrideInn Lodge,Makadara,Nairobi,Maharagwe na Wali,Legume-Based Dishes,7,30,60,30,100
19-07-25,4852,Individual,Claude Ahmed,Kibra,Nairobi,Maharagwe,Legume-Based Dishes,7,30,60,30,100
19-07-25,4941,Individual,Michel Munywe,Kesses,Uasin Gishu,Malva Pudding,Sweet Snacks/Desserts,2,30,70,40,133.33
19-07-25,5217,Business,[Business] InterContinental Lodge,Kasarani,Nairobi,Kuku Stew,Meat-Based Dishes,4,100,200,100,100
20-07-25,658,Individual,Patrick Munyui,Kilimani,Nairobi,Akara,Combination Plates,2,20,50,30,150
20-07-25,658,Individual,Patrick Munyui,Kilimani,Nairobi,Bhajia,Fried Dishes,4,20,50,30,150
20-07-25,658,Individual,Patrick Munyui,Kilimani,Nairobi,Moi Moi,Combination Plates,6,20,50,30,150
20-07-25,658,Individual,Patrick Munyui,Kilimani,Nairobi,Moi Moi,Combination Plates,6,20,50,30,150
20-07-25,658,Individual,Patrick Munyui,Kilimani,Nairobi,Bhajia,Fried Dishes,4,20,50,30,150
20-07-25,658,Individual,Patrick Munyui,Kilimani,Nairobi,Akara,Combination Plates,2,20,50,30,150
20-07-25,661,Business,[Business] Swahili Palace,Westlands,Nairobi,Kuku na Matoke,Meat-Based Dishes,1,100,200,100,100
20-07-25,661,Business,[Business] Swahili Palace,Westlands,Nairobi,Mutura,Meat-Based Dishes,8,70,150,80,114.29
20-07-25,661,Business,[Business] Swahili Palace,Westlands,Nairobi,Biltong,Combination Plates,3,100,200,100,100
20-07-25,846,Business,[Business] Villa Rosa Haven,Embakasi,Nairobi,Wali wa Pilau,Rice Dishes,2,30,70,40,133.33
20-07-25,846,Business,[Business] Villa Rosa Haven,Embakasi,Nairobi,Fish Curry,Fish Dishes,3,150,300,150,100
20-07-25,846,Business,[Business] Villa Rosa Haven,Embakasi,Nairobi,Fish Curry,Fish Dishes,3,150,300,150,100
20-07-25,868,Individual,Emmanuelle Ibrahim,Starehe,Nairobi,Githeri,Legume-Based Dishes,5,30,70,40,133.33
20-07-25,868,Individual,Emmanuelle Ibrahim,Starehe,Nairobi,Firfir,African Cultural Specials,5,30,70,40,133.33
20-07-25,868,Individual,Emmanuelle Ibrahim,Starehe,Nairobi,Waakye,Combination Plates,6,30,70,40,133.33
20-07-25,1063,Business,[Business] Hemingways Inn,Embakasi,Nairobi,Kuku na Chapati,Meat-Based Dishes,2,100,200,100,100
20-07-25,1063,Business,[Business] Hemingways Inn,Embakasi,Nairobi,Banga Soup,Combination Plates,1,50,100,50,100
20-07-25,1063,Business,[Business] Hemingways Inn,Embakasi,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,2,30,70,40,133.33
20-07-25,1207,Business,[Business] Voyager Palace,Roy Sambu,Nairobi,Supa ya Ndizi,Soup/Stew Dishes,8,30,70,40,133.33
20-07-25,1207,Business,[Business] Voyager Palace,Roy Sambu,Nairobi,Ugali na Sukuma,Staple Foods,7,20,50,30,150
20-07-25,1207,Business,[Business] Voyager Palace,Roy Sambu,Nairobi,Jollof Rice,Combination Plates,5,30,70,40,133.33
20-07-25,2275,Individual,Kiptoo Mutombo,Kibra,Nairobi,Ugali,Staple Foods,4,10,20,10,100
20-07-25,2412,Individual,Alain Ali,Kangemi,Nairobi,Mahamri,Sweet Snacks/Desserts,8,5,20,15,300
20-07-25,2412,Individual,Alain Ali,Kangemi,Nairobi,Banku,Combination Plates,6,30,70,40,133.33
20-07-25,2412,Individual,Alain Ali,Kangemi,Nairobi,Ugali,Staple Foods,1,10,20,10,100
20-07-25,2529,Business,[Business] Sarova Lodge,Makadara,Nairobi,Moi Moi,Combination Plates,2,20,50,30,150
20-07-25,2549,Business,[Business] Severin Manor,Kangemi,Nairobi,Matoke,Soup/Stew Dishes,1,30,60,30,100
20-07-25,2569,Individual,Claudine Wanyama,Kilimani,Nairobi,Injera,African Cultural Specials,5,10,20,10,100
20-07-25,2570,Individual,Joseph Ali,Kisumu Central,Kisumu,Supu ya Mbuzi,Soup/Stew Dishes,6,70,150,80,114.29
20-07-25,2570,Individual,Joseph Ali,Kisumu Central,Kisumu,Gomen,African Cultural Specials,4,20,50,30,150
20-07-25,2570,Individual,Joseph Ali,Kisumu Central,Kisumu,Bunny Chow,Combination Plates,2,40,80,40,100
20-07-25,3041,Business,[Business] Swahili Resort,Dagoretti,Nairobi,Nyama na Matoke,Meat-Based Dishes,4,100,200,100,100
20-07-25,3041,Business,[Business] Swahili Resort,Dagoretti,Nairobi,Omena,Fish Dishes,7,30,70,40,133.33
20-07-25,3041,Business,[Business] Swahili Resort,Dagoretti,Nairobi,Nyama na Ugali,Meat-Based Dishes,2,100,200,100,100
20-07-25,3050,Individual,Patrick Zuma,Starehe,Nairobi,Supu ya Kuku,Soup/Stew Dishes,6,70,150,80,114.29
20-07-25,3132,Individual,Michelle Zuma,Dagoretti,Nairobi,Nyama na Chapati,Meat-Based Dishes,3,100,200,100,100
20-07-25,3132,Individual,Michelle Zuma,Dagoretti,Nairobi,Mahamri,Sweet Snacks/Desserts,1,5,20,15,300
20-07-25,3132,Individual,Michelle Zuma,Dagoretti,Nairobi,Nyama na Ugali,Meat-Based Dishes,5,100,200,100,100
20-07-25,3169,Individual,Mwangi Kiplagat,Githurai,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,4,100,200,100,100
20-07-25,3341,Business,[Business] Voyager Haven,Kasarani,Nairobi,Kaimati,Sweet Snacks/Desserts,1,5,20,15,300
20-07-25,3341,Business,[Business] Voyager Haven,Kasarani,Nairobi,Kaimati,Sweet Snacks/Desserts,1,5,20,15,300
20-07-25,3341,Business,[Business] Voyager Haven,Kasarani,Nairobi,Kachumbari,Vegetable-Based Dishes,7,10,30,20,200
20-07-25,3341,Business,[Business] Voyager Haven,Kasarani,Nairobi,Kachumbari,Vegetable-Based Dishes,7,10,30,20,200
20-07-25,3390,Business,[Business] InterContinental Hotel,Nyali,Mombasa,Mutura,Meat-Based Dishes,1,70,150,80,114.29
20-07-25,3390,Business,[Business] InterContinental Hotel,Nyali,Mombasa,Supu ya Kuku na Wali,Soup/Stew Dishes,3,70,150,80,114.29
20-07-25,3563,Business,[Business] InterContinental Haven,Dagoretti,Nairobi,Doro Wat,African Cultural Specials,8,150,300,150,100
20-07-25,3563,Business,[Business] InterContinental Haven,Dagoretti,Nairobi,Kachumbari,Vegetable-Based Dishes,6,10,30,20,200
20-07-25,3653,Business,[Business] Neptune Manor,Kesses,Uasin Gishu,Mishkaki,Meat-Based Dishes,5,100,200,100,100
20-07-25,3676,Business,[Business] Tamarind Palace,Dagoretti,Nairobi,Banga Soup,Combination Plates,4,50,100,50,100
20-07-25,4914,Individual,Claude Osman,Kamukunji,Nairobi,Kitfo,African Cultural Specials,1,200,400,200,100
20-07-25,4914,Individual,Claude Osman,Kamukunji,Nairobi,Maharagwe ya Nazi,Legume-Based Dishes,1,30,60,30,100
20-07-25,5059,Individual,Pierrette Omar,Embakasi,Nairobi,Shiro,African Cultural Specials,8,30,70,40,133.33
20-07-25,5300,Individual,Claudine Nkurunziza,Makadara,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,6,30,70,40,133.33
20-07-25,5300,Individual,Claudine Nkurunziza,Makadara,Nairobi,Maharagwe na Sukuma,Legume-Based Dishes,5,30,60,30,100
20-07-25,5300,Individual,Claudine Nkurunziza,Makadara,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,3,100,200,100,100
20-07-25,5397,Business,[Business] InterContinental Hotel,Nakuru Town East,Nakuru,Mukimo,Legume-Based Dishes,4,40,80,40,100
20-07-25,5397,Business,[Business] InterContinental Hotel,Nakuru Town East,Nakuru,Chapati,Staple Foods,5,5,20,15,300
20-07-25,5397,Business,[Business] InterContinental Hotel,Nakuru Town East,Nakuru,Kuku na Wali,Meat-Based Dishes,1,100,200,100,100
21-07-25,37,Individual,Jacqueline Mandela,Nyeri Central,Nyeri,Moi Moi,Combination Plates,6,20,50,30,150
21-07-25,189,Individual,Josephine Kabila,Embakasi,Nairobi,Nyama na Matoke,Meat-Based Dishes,5,100,200,100,100
21-07-25,189,Individual,Josephine Kabila,Embakasi,Nairobi,Kuku Stew,Meat-Based Dishes,8,100,200,100,100
21-07-25,564,Individual,Patricia Mandela,Mathare,Nairobi,Shiro,African Cultural Specials,4,30,70,40,133.33
21-07-25,609,Individual,Alaine Lumumba,Makadara,Nairobi,Pap,Combination Plates,1,10,30,20,200
21-07-25,609,Individual,Alaine Lumumba,Makadara,Nairobi,Wali wa Kukaanga,Rice Dishes,5,30,70,40,133.33
21-07-25,609,Individual,Alaine Lumumba,Makadara,Nairobi,Supa ya Ndizi,Soup/Stew Dishes,5,30,70,40,133.33
21-07-25,615,Individual,Patrick Kabongo,Nakuru Town East,Nakuru,Wali wa Kukaanga,Rice Dishes,3,30,70,40,133.33
21-07-25,803,Business,[Business] Ole Sereni Residences,Kasarani,Nairobi,Shiro,African Cultural Specials,7,30,70,40,133.33
21-07-25,803,Business,[Business] Ole Sereni Residences,Kasarani,Nairobi,Nyama na Chapati,Meat-Based Dishes,8,100,200,100,100
21-07-25,803,Business,[Business] Ole Sereni Residences,Kasarani,Nairobi,Mandazi,Sweet Snacks/Desserts,3,5,20,15,300
21-07-25,826,Individual,Alaine Ochieng,Starehe,Nairobi,Mukimo,Legume-Based Dishes,1,40,80,40,100
21-07-25,1417,Individual,Pauline Ahmed,Ruaraka,Nairobi,Matoke,Soup/Stew Dishes,8,30,60,30,100
21-07-25,1706,Individual,Claudine Nkurunziza,Kibra,Nairobi,Banku,Combination Plates,2,30,70,40,133.33
21-07-25,1775,Business,[Business] Villa Rosa Manor,Nyali,Mombasa,Nyama na Chapati,Meat-Based Dishes,2,100,200,100,100
21-07-25,1783,Business,[Business] Swahili Residences,Roy Sambu,Nairobi,Waakye,Combination Plates,8,30,70,40,133.33
21-07-25,1783,Business,[Business] Swahili Residences,Roy Sambu,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,8,30,60,30,100
21-07-25,1937,Business,[Business] Ole Sereni Hotel,Mathare,Nairobi,Kuku Fry,Meat-Based Dishes,4,150,300,150,100
21-07-25,1937,Business,[Business] Ole Sereni Hotel,Mathare,Nairobi,Kachumbari,Vegetable-Based Dishes,7,10,30,20,200
21-07-25,1937,Business,[Business] Ole Sereni Hotel,Mathare,Nairobi,Matoke na Sukuma,Soup/Stew Dishes,3,30,70,40,133.33
21-07-25,2091,Individual,Emmanuelle Zuma,Kisumu Central,Kisumu,Matoke na Maharagwe,Soup/Stew Dishes,2,30,70,40,133.33
21-07-25,2091,Individual,Emmanuelle Zuma,Kisumu Central,Kisumu,Biltong,Combination Plates,2,100,200,100,100
21-07-25,2217,Individual,Pierre Munywe,Mathare,Nairobi,Moi Moi,Combination Plates,1,20,50,30,150
21-07-25,2217,Individual,Pierre Munywe,Mathare,Nairobi,Vetkoek,Sweet Snacks/Desserts,8,20,50,30,150
21-07-25,2217,Individual,Pierre Munywe,Mathare,Nairobi,Ugali na Sukuma,Staple Foods,8,20,50,30,150
21-07-25,2324,Individual,Kamau Hussein,Starehe,Nairobi,Matumbo,Meat-Based Dishes,3,70,150,80,114.29
21-07-25,2569,Individual,Claudine Wanyama,Kilimani,Nairobi,Injera,African Cultural Specials,5,10,20,10,100
21-07-25,3050,Individual,Patrick Zuma,Starehe,Nairobi,Supu ya Kuku,Soup/Stew Dishes,6,70,150,80,114.29
21-07-25,3070,Business,[Business] Voyager Lodge,Kisumu Central,Kisumu,Bobotie,Combination Plates,1,50,100,50,100
21-07-25,3070,Business,[Business] Voyager Lodge,Kisumu Central,Kisumu,Nyama na Chapati,Meat-Based Dishes,7,100,200,100,100
21-07-25,3087,Individual,Alaine Ochieng,Langata,Nairobi,Maharagwe na Wali,Legume-Based Dishes,4,30,60,30,100
21-07-25,3087,Individual,Alaine Ochieng,Langata,Nairobi,Supu ya Nyama na Wali,Soup/Stew Dishes,5,70,150,80,114.29
21-07-25,3088,Business,[Business] Hilton Suites,Nyeri Central,Nyeri,Matoke na Maharagwe,Soup/Stew Dishes,2,30,70,40,133.33
21-07-25,3088,Business,[Business] Hilton Suites,Nyeri Central,Nyeri,Chechebsa,African Cultural Specials,6,20,50,30,150
21-07-25,3389,Business,[Business] Sarova Hotel,Nyali,Mombasa,Matoke na Maharagwe,Soup/Stew Dishes,5,30,70,40,133.33
21-07-25,3389,Business,[Business] Sarova Hotel,Nyali,Mombasa,Egusi Soup,Combination Plates,3,40,80,40,100
21-07-25,3505,Business,[Business] Hemingways Hotel,Roy Sambu,Nairobi,Malva Pudding,Sweet Snacks/Desserts,8,30,70,40,133.33
21-07-25,3505,Business,[Business] Hemingways Hotel,Roy Sambu,Nairobi,Kuku na Wali,Meat-Based Dishes,6,100,200,100,100
21-07-25,3505,Business,[Business] Hemingways Hotel,Roy Sambu,Nairobi,Mutura,Meat-Based Dishes,4,70,150,80,114.29
21-07-25,4969,Business,[Business] Leopard Beach Manor,Kilimani,Nairobi,Banga Soup,Combination Plates,4,50,100,50,100
21-07-25,5063,Individual,Njeri Ochieng,Kesses,Uasin Gishu,Vetkoek,Sweet Snacks/Desserts,3,20,50,30,150
21-07-25,5063,Individual,Njeri Ochieng,Kesses,Uasin Gishu,Nyama na Sukuma,Meat-Based Dishes,2,100,200,100,100
21-07-25,5063,Individual,Njeri Ochieng,Kesses,Uasin Gishu,Bunny Chow,Combination Plates,5,40,80,40,100
22-07-25,198,Individual,Wambui Ali,Roy Sambu,Nairobi,Wali wa Pilau,Rice Dishes,8,30,70,40,133.33
22-07-25,240,Business,[Business] Voyager Haven,Nakuru Town East,Nakuru,Kachumbari,Vegetable-Based Dishes,8,10,30,20,200
22-07-25,240,Business,[Business] Voyager Haven,Nakuru Town East,Nakuru,Nyama na Ugali,Meat-Based Dishes,7,100,200,100,100
22-07-25,349,Individual,Kiptoo Munyui,Kilimani,Nairobi,Vetkoek,Sweet Snacks/Desserts,1,20,50,30,150
22-07-25,349,Individual,Kiptoo Munyui,Kilimani,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,3,100,200,100,100
22-07-25,349,Individual,Kiptoo Munyui,Kilimani,Nairobi,Moi Moi,Combination Plates,1,20,50,30,150
22-07-25,849,Business,[Business] Swahili Residences,Kasarani,Nairobi,Nyama na Matoke,Meat-Based Dishes,8,100,200,100,100
22-07-25,849,Business,[Business] Swahili Residences,Kasarani,Nairobi,Egusi Soup,Combination Plates,2,40,80,40,100
22-07-25,849,Business,[Business] Swahili Residences,Kasarani,Nairobi,Kuku Choma,Meat-Based Dishes,1,150,300,150,100
22-07-25,1129,Individual,Jacques Zuma,Kasarani,Nairobi,Viazi Karai,Fried Dishes,2,10,30,20,200
22-07-25,1212,Business,[Business] Baobab Palace,Kangemi,Nairobi,Wali wa Nazi na Nyama,Rice Dishes,4,30,70,40,133.33
22-07-25,1212,Business,[Business] Baobab Palace,Kangemi,Nairobi,Mukimo,Legume-Based Dishes,2,40,80,40,100
22-07-25,1212,Business,[Business] Baobab Palace,Kangemi,Nairobi,Atayef,Sweet Snacks/Desserts,4,10,30,20,200
22-07-25,1521,Business,[Business] Neptune Retreat,Roy Sambu,Nairobi,Nyama na Matoke,Meat-Based Dishes,1,100,200,100,100
22-07-25,1521,Business,[Business] Neptune Retreat,Roy Sambu,Nairobi,Malva Pudding,Sweet Snacks/Desserts,2,30,70,40,133.33
22-07-25,1521,Business,[Business] Neptune Retreat,Roy Sambu,Nairobi,Misir Wat,African Cultural Specials,8,30,60,30,100
22-07-25,1850,Individual,Mwangi Mutua,Roy Sambu,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,4,30,70,40,133.33
22-07-25,1850,Individual,Mwangi Mutua,Roy Sambu,Nairobi,Wali wa Nazi na Samaki,Rice Dishes,8,30,70,40,133.33
22-07-25,1850,Individual,Mwangi Mutua,Roy Sambu,Nairobi,Suya,Combination Plates,5,50,100,50,100
22-07-25,1974,Individual,Kamau Mutua,Kilimani,Nairobi,Kaimati,Sweet Snacks/Desserts,6,5,20,15,300
22-07-25,1974,Individual,Kamau Mutua,Kilimani,Nairobi,Egusi Soup,Combination Plates,8,40,80,40,100
22-07-25,2202,Individual,Kamau Kariuki,Nakuru Town East,Nakuru,Matumbo,Meat-Based Dishes,2,70,150,80,114.29
22-07-25,2202,Individual,Kamau Kariuki,Nakuru Town East,Nakuru,Fish Curry,Fish Dishes,1,150,300,150,100
22-07-25,2339,Business,[Business] Villa Rosa Resort,Kamukunji,Nairobi,Nyama Stew,Meat-Based Dishes,4,100,200,100,100
22-07-25,2339,Business,[Business] Villa Rosa Resort,Kamukunji,Nairobi,Fish Curry,Fish Dishes,7,150,300,150,100
22-07-25,2380,Individual,Amina Kiplagat,Githurai,Nairobi,Kuku Choma,Meat-Based Dishes,1,150,300,150,100
22-07-25,2380,Individual,Amina Kiplagat,Githurai,Nairobi,Ugali,Staple Foods,4,10,20,10,100
22-07-25,3020,Individual,Paul Munzala,Kilimani,Nairobi,Sukuma na Ugali,Vegetable-Based Dishes,6,20,50,30,150
22-07-25,3020,Individual,Paul Munzala,Kilimani,Nairobi,Firfir,African Cultural Specials,2,30,70,40,133.33
22-07-25,3020,Individual,Paul Munzala,Kilimani,Nairobi,Moi Moi,Combination Plates,2,20,50,30,150
22-07-25,3259,Individual,Marie Mandela,Dagoretti,Nairobi,Wali wa Pilau,Rice Dishes,4,30,70,40,133.33
22-07-25,3259,Individual,Marie Mandela,Dagoretti,Nairobi,Kuku na Chapati,Meat-Based Dishes,4,100,200,100,100
22-07-25,4129,Individual,Otieno Munyuli,Kasarani,Nairobi,Misir Wat,African Cultural Specials,3,30,60,30,100
22-07-25,4129,Individual,Otieno Munyuli,Kasarani,Nairobi,Bobotie,Combination Plates,4,50,100,50,100
22-07-25,4375,Business,[Business] Hilton Manor,Nakuru Town East,Nakuru,Tilapia Fry,Fish Dishes,3,200,350,150,75
22-07-25,4375,Business,[Business] Hilton Manor,Nakuru Town East,Nakuru,Githeri,Legume-Based Dishes,3,30,70,40,133.33
22-07-25,4392,Business,[Business] Ole Sereni Haven,Kisumu Central,Kisumu,Maharagwe na Wali,Legume-Based Dishes,5,30,60,30,100
22-07-25,4392,Business,[Business] Ole Sereni Haven,Kisumu Central,Kisumu,Wali wa Nazi,Rice Dishes,6,30,70,40,133.33
22-07-25,4392,Business,[Business] Ole Sereni Haven,Kisumu Central,Kisumu,Gomen,African Cultural Specials,5,20,50,30,150
22-07-25,4681,Individual,Marie Lumumba,Kamukunji,Nairobi,Jollof Rice,Combination Plates,5,30,70,40,133.33
22-07-25,4681,Individual,Marie Lumumba,Kamukunji,Nairobi,Ndengu,Legume-Based Dishes,6,30,60,30,100
22-07-25,4940,Business,[Business] Diani Retreat,Kamukunji,Nairobi,Supa ya Ndizi,Soup/Stew Dishes,3,30,70,40,133.33
22-07-25,4940,Business,[Business] Diani Retreat,Kamukunji,Nairobi,Doro Wat,African Cultural Specials,7,150,300,150,100
22-07-25,5080,Individual,Achieng Odhiambo,Langata,Nairobi,Matoke,Soup/Stew Dishes,4,30,60,30,100
22-07-25,5080,Individual,Achieng Odhiambo,Langata,Nairobi,Atayef,Sweet Snacks/Desserts,4,10,30,20,200
22-07-25,5080,Individual,Achieng Odhiambo,Langata,Nairobi,Mbuzi Choma,Meat-Based Dishes,1,200,350,150,75
22-07-25,5465,Business,[Business] Diani Inn,Ruaraka,Nairobi,Kaimati,Sweet Snacks/Desserts,4,5,20,15,300
22-07-25,5465,Business,[Business] Diani Inn,Ruaraka,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,6,10,20,10,100
22-07-25,5465,Business,[Business] Diani Inn,Ruaraka,Nairobi,Omena,Fish Dishes,4,30,70,40,133.33
23-07-25,157,Business,[Business] Safari Inn,Westlands,Nairobi,Supu ya Mbuzi,Soup/Stew Dishes,5,70,150,80,114.29
23-07-25,157,Business,[Business] Safari Inn,Westlands,Nairobi,Moi Moi,Combination Plates,2,20,50,30,150
23-07-25,157,Business,[Business] Safari Inn,Westlands,Nairobi,Chakalaka,Combination Plates,4,20,50,30,150
23-07-25,257,Business,[Business] Villa Rosa Retreat,Makadara,Nairobi,Ndizi na Nyama,Soup/Stew Dishes,7,30,70,40,133.33
23-07-25,257,Business,[Business] Villa Rosa Retreat,Makadara,Nairobi,Ugali na Sukuma,Staple Foods,2,20,50,30,150
23-07-25,257,Business,[Business] Villa Rosa Retreat,Makadara,Nairobi,Kelewele,Combination Plates,1,20,50,30,150
23-07-25,326,Business,[Business] Serena Resort,Kilimani,Nairobi,Kelewele,Combination Plates,3,20,50,30,150
23-07-25,326,Business,[Business] Serena Resort,Kilimani,Nairobi,Kuku na Ugali,Meat-Based Dishes,5,100,200,100,100
23-07-25,326,Business,[Business] Serena Resort,Kilimani,Nairobi,Supa ya Ndizi,Soup/Stew Dishes,5,30,70,40,133.33
23-07-25,587,Individual,Amina Omar,Makadara,Nairobi,Banku,Combination Plates,2,30,70,40,133.33
23-07-25,587,Individual,Amina Omar,Makadara,Nairobi,Nyama na Ugali,Meat-Based Dishes,8,100,200,100,100
23-07-25,723,Individual,Pauline Abdullahi,Makadara,Nairobi,Wali wa Pilau,Rice Dishes,5,30,70,40,133.33
23-07-25,866,Business,[Business] Severin Suites,Westlands,Nairobi,Kuku Fry,Meat-Based Dishes,1,150,300,150,100
23-07-25,866,Business,[Business] Severin Suites,Westlands,Nairobi,Omena,Fish Dishes,6,30,70,40,133.33
23-07-25,866,Business,[Business] Severin Suites,Westlands,Nairobi,Matoke na Nyama,Soup/Stew Dishes,3,30,70,40,133.33
23-07-25,1252,Individual,Kamau Omar,Githurai,Nairobi,Maharagwe na Matoke,Legume-Based Dishes,6,30,60,30,100
23-07-25,1252,Individual,Kamau Omar,Githurai,Nairobi,Omena,Fish Dishes,5,30,70,40,133.33
23-07-25,1580,Business,[Business] Hemingways Hotel,Kamukunji,Nairobi,Wali wa Kukaanga,Rice Dishes,8,30,70,40,133.33
23-07-25,1580,Business,[Business] Hemingways Hotel,Kamukunji,Nairobi,Kuku Stew,Meat-Based Dishes,5,100,200,100,100
23-07-25,1727,Business,[Business] Sarova Lodge,Mathare,Nairobi,Sosaties,Combination Plates,6,50,100,50,100
23-07-25,1727,Business,[Business] Sarova Lodge,Mathare,Nairobi,Supu ya Kuku na Wali,Soup/Stew Dishes,5,70,150,80,114.29
23-07-25,1827,Individual,Jean Omondi,Githurai,Nairobi,Wali wa Pilau,Rice Dishes,3,30,70,40,133.33
23-07-25,1827,Individual,Jean Omondi,Githurai,Nairobi,Shiro,African Cultural Specials,7,30,70,40,133.33
23-07-25,1827,Individual,Jean Omondi,Githurai,Nairobi,Kuku Fry,Meat-Based Dishes,7,150,300,150,100
23-07-25,1856,Business,[Business] Voyager Manor,Embakasi,Nairobi,Maharagwe na Wali,Legume-Based Dishes,5,30,60,30,100
23-07-25,1899,Business,[Business] Tamarind Manor,Langata,Nairobi,Nyama Choma,Meat-Based Dishes,6,150,300,150,100
23-07-25,1899,Business,[Business] Tamarind Manor,Langata,Nairobi,Nyama na Matoke,Meat-Based Dishes,7,100,200,100,100
23-07-25,1899,Business,[Business] Tamarind Manor,Langata,Nairobi,Mbaazi,Legume-Based Dishes,7,30,60,30,100
23-07-25,1967,Business,[Business] Hemingways Inn,Nyeri Central,Nyeri,Viazi Karai,Fried Dishes,2,10,30,20,200
23-07-25,2202,Individual,Kamau Kariuki,Nakuru Town East,Nakuru,Fish Curry,Fish Dishes,1,150,300,150,100
23-07-25,2202,Individual,Kamau Kariuki,Nakuru Town East,Nakuru,Matumbo,Meat-Based Dishes,2,70,150,80,114.29
23-07-25,2357,Individual,Josephine Odhiambo,Langata,Nairobi,Potjiekos,Combination Plates,7,50,100,50,100
23-07-25,2541,Individual,Jacqueline Mandela,Westlands,Nairobi,Boerewors,Combination Plates,2,50,100,50,100
23-07-25,2899,Individual,Emmanuelle Omondi,Kamukunji,Nairobi,Bhajia,Fried Dishes,3,20,50,30,150
23-07-25,3129,Business,[Business] Ole Sereni Lodge,Starehe,Nairobi,Suya,Combination Plates,2,50,100,50,100
23-07-25,3129,Business,[Business] Ole Sereni Lodge,Starehe,Nairobi,Chapati,Staple Foods,6,5,20,15,300
23-07-25,3138,Individual,Jean Kiplagat,Kisumu Central,Kisumu,Kitfo,African Cultural Specials,1,200,400,200,100
23-07-25,3138,Individual,Jean Kiplagat,Kisumu Central,Kisumu,Kuku na Chapati,Meat-Based Dishes,7,100,200,100,100
23-07-25,3334,Business,[Business] PrideInn Retreat,Nyeri Central,Nyeri,Shiro,African Cultural Specials,3,30,70,40,133.33
23-07-25,3396,Business,[Business] Nyali Lodge,Langata,Nairobi,Supu ya Nyama na Wali,Soup/Stew Dishes,8,70,150,80,114.29
23-07-25,3428,Individual,Jean Munzala,Kibra,Nairobi,Supu ya Mbuzi,Soup/Stew Dishes,5,70,150,80,114.29
23-07-25,4368,Business,[Business] Hemingways Inn,Kilimani,Nairobi,Kuku na Matoke,Meat-Based Dishes,3,100,200,100,100
23-07-25,4368,Business,[Business] Hemingways Inn,Kilimani,Nairobi,Kuku Fry,Meat-Based Dishes,7,150,300,150,100
23-07-25,4514,Individual,Alain Odhiambo,Makadara,Nairobi,Atayef,Sweet Snacks/Desserts,3,10,30,20,200
23-07-25,4609,Business,[Business] PrideInn Hotel,Nyeri Central,Nyeri,Mbaazi,Legume-Based Dishes,8,30,60,30,100
23-07-25,4609,Business,[Business] PrideInn Hotel,Nyeri Central,Nyeri,Kitfo,African Cultural Specials,5,200,400,200,100
23-07-25,4609,Business,[Business] PrideInn Hotel,Nyeri Central,Nyeri,Injera,African Cultural Specials,4,10,20,10,100
23-07-25,5058,Business,[Business] InterContinental Retreat,Makadara,Nairobi,Kaimati,Sweet Snacks/Desserts,6,5,20,15,300
23-07-25,5058,Business,[Business] InterContinental Retreat,Makadara,Nairobi,Wali wa Nazi,Rice Dishes,8,30,70,40,133.33
23-07-25,5149,Individual,Paul Odhiambo,Kesses,Uasin Gishu,Egusi Soup,Combination Plates,1,40,80,40,100
23-07-25,5272,Business,[Business] Ole Sereni Inn,Ruaraka,Nairobi,Shiro,African Cultural Specials,4,30,70,40,133.33
23-07-25,5279,Business,[Business] Hemingways Retreat,Makadara,Nairobi,Kuku na Chapati,Meat-Based Dishes,2,100,200,100,100
23-07-25,5294,Business,[Business] Neptune Manor,Kibra,Nairobi,Mbaazi,Legume-Based Dishes,1,30,60,30,100
23-07-25,5350,Individual,Njeri Munee,Ruaraka,Nairobi,Mukimo,Legume-Based Dishes,3,40,80,40,100
23-07-25,5378,Business,[Business] PrideInn Hotel,Starehe,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,2,10,20,10,100
23-07-25,5457,Business,[Business] Safari Haven,Kangemi,Nairobi,Omena,Fish Dishes,4,30,70,40,133.33
23-07-25,5457,Business,[Business] Safari Haven,Kangemi,Nairobi,Wali wa Kukaanga,Rice Dishes,7,30,70,40,133.33
